nombre_punto_digital,eje,eje_id,hasta_11,hasta_11_femenino,hasta_11_masculino,hasta_11_x,de_12_a_20,de_12_a_20_femenino,de_12_a_20_masculino,de_12_a_20_x,de_21_a_65,de_21_a_65_femenino,de_21_a_65_masculino,de_21_a_65_x,desde_65,desde_65_femenino,desde_65_masculino,desde_65_x,Totales,provincia,categoria,subcategoria,cantidad_actividad
"Berisso I","Formación Laboral",13,0,"","","",0,"","","",2,"","","",0,"","","",2,"Buenos Aires","Oficios manuales","Otras",1
"Berisso I","Ciudadanía y DD",25,0,"","","",6,"","","",15,"","","",0,"","","",21,"Buenos Aires","Comunidad","Otros",4
"Berisso I","Cultura y Entretenimiento",31,0,"","","",0,"","","",4,"","","",0,"","","",4,"Buenos Aires","Artes","Literatura",2
"Berisso I","Formación Laboral",13,0,"","","",12,"","","",15,"","","",0,"","","",27,"Buenos Aires","Oficios digitales","Otras",1
"Berisso I","Trámites",22,0,"","","",18,"","","",20,"","","",0,"","","",38,"Buenos Aires","Trámites Nacionales","Otros",1
"Berisso I","Cultura y Entretenimiento",31,20,"","","",55,"","","",45,"","","",0,"","","",120,"Buenos Aires","Artes","Otros",1
"Cañuelas","Formación Laboral",13,0,"","","",0,"","","",7,"","","",8,"","","",15,"Buenos Aires","Inserción al mundo laboral","Armado de CV",2
"Cañuelas","Trámites",22,0,"","","",0,"","","",14,"","","",13,"","","",27,"Buenos Aires","Trámites Nacionales","Validación de identidad",4
"Coronel Suárez I (Colonia Santa María)","Formación Laboral",13,0,"","","",0,"","","",4,"","","",7,"","","",11,"Buenos Aires","Oficios digitales","Otras",1
"Coronel Suárez I (Colonia Santa María)","Educación",16,0,"","","",0,"","","",2,"","","",0,"","","",2,"Buenos Aires","Complementos de la educación formal","Apoyo escolar",2
"Coronel Suárez I (Colonia Santa María)","Trámites",22,0,"","","",5,"","","",89,"","","",33,"","","",127,"Buenos Aires","Trámites Nacionales","Otros",2
"Coronel Suárez I (Colonia Santa María)","Cultura y Entretenimiento",31,31,"","","",15,"","","",17,"","","",11,"","","",74,"Buenos Aires","Uso Libre","Navegación libre",1
