nombre_punto_digital,eje,eje_id,hasta_11,hasta_11_femenino,hasta_11_masculino,hasta_11_x,de_12_a_20,de_12_a_20_femenino,de_12_a_20_masculino,de_12_a_20_x,de_21_a_65,de_21_a_65_femenino,de_21_a_65_masculino,de_21_a_65_x,desde_65,desde_65_femenino,desde_65_masculino,desde_65_x,Totales,provincia,categoria,subcategoria,cantidad_actividad
"Berisso I","Trámites",22,0,0,0,0,76,36,40,0,196,110,80,6,0,0,0,0,272,"Buenos Aires","Trámites Nacionales","Validación de identidad",2
"Cañuelas","Formación Laboral",13,0,0,0,0,9,3,6,0,16,4,12,0,1,1,0,0,26,"Buenos Aires","Inserción al mundo laboral","Armado de CV",1
"Cañuelas","Trámites",22,0,0,0,0,35,20,15,0,208,117,91,0,124,35,89,0,367,"Buenos Aires","Trámites Municipales","MUNICIPIO",4
"Cañuelas","Cultura y Entretenimiento",31,35,7,28,0,174,44,130,0,21,2,19,0,0,0,0,0,230,"Buenos Aires","Uso Libre","Uso libre de la consola de videojuegos",2
"Carmen de Patagones","Ciudadanía y DD",25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Buenos Aires","Comunidad","Otros",1
"Carmen de Patagones","Capacitaciones PPD",34,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,"Buenos Aires","Comunicación","",5
"Carmen de Patagones","Trámites",22,0,0,0,0,0,0,0,0,14,2,5,7,0,0,0,0,14,"Buenos Aires","Trámites Nacionales","Validación de identidad",1
"Coronel Suárez I (Colonia Santa María)","Alfabetización Digital",10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,5,"Buenos Aires","Tecnologías de la vida cotidiana","Uso del celular",1
"Coronel Suárez I (Colonia Santa María)","Trámites",22,0,0,0,0,1,1,0,0,73,62,11,0,22,11,10,1,96,"Buenos Aires","Trámites Nacionales","Otros",2
"Coronel Suárez I (Colonia Santa María)","Cultura y Entretenimiento",31,15,1,14,0,46,11,35,0,20,15,5,0,12,2,10,0,93,"Buenos Aires","Uso Libre","Navegación libre",1
