nombre_punto_digital,eje,eje_id,hasta_11,hasta_11_femenino,hasta_11_masculino,hasta_11_x,de_12_a_20,de_12_a_20_femenino,de_12_a_20_masculino,de_12_a_20_x,de_21_a_65,de_21_a_65_femenino,de_21_a_65_masculino,de_21_a_65_x,desde_65,desde_65_femenino,desde_65_masculino,desde_65_x,Totales,provincia,categoria,subcategoria,cantidad_actividad
"Berisso I","Trámites",22,0,0,0,0,90,50,36,4,328,170,150,8,0,0,0,0,418,"Buenos Aires","Trámites Nacionales","Validación de identidad",2
"Cañuelas","Formación Laboral",13,0,0,0,0,7,2,5,0,10,3,7,0,0,0,0,0,17,"Buenos Aires","Inserción al mundo laboral","Armado de CV",1
"Cañuelas","Trámites",22,0,0,0,0,71,44,27,0,342,216,126,0,57,36,21,0,470,"Buenos Aires","Trámites Municipales","MUNICIPIO",4
"Cañuelas","Cultura y Entretenimiento",31,33,6,27,0,162,28,134,0,31,6,25,0,0,0,0,0,226,"Buenos Aires","Uso Libre","Navegación libre",2
"Coronel Suárez I (Colonia Santa María)","Alfabetización Digital",10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,4,"Buenos Aires","Tecnologías de la vida cotidiana","Uso del celular",1
"Coronel Suárez I (Colonia Santa María)","Trámites",22,0,0,0,0,1,1,0,0,14,7,7,0,6,5,1,0,21,"Buenos Aires","Trámites Nacionales","Otros",2
"Coronel Suárez I (Colonia Santa María)","Cultura y Entretenimiento",31,2,0,2,0,2,0,2,0,1,1,0,0,1,0,1,0,6,"Buenos Aires","Uso Libre","Navegación libre",1
"Coronel Suarez II (CTC)","Educación",16,0,0,0,0,25,9,16,0,20,15,5,0,0,0,0,0,45,"Buenos Aires","Complementos de la educación formal","Otros",1
"Coronel Suarez II (CTC)","Trámites",22,0,0,0,0,27,21,6,0,178,69,109,0,48,28,20,0,253,"Buenos Aires","Trámites Municipales","MUNICIPIO",4
"Coronel Suarez II (CTC)","Ciudadanía y DD",25,0,0,0,0,0,0,0,0,34,16,18,0,0,0,0,0,34,"Buenos Aires","Comunidad","Capacitación a agentes municipales",1
