nombre_punto_digital,eje,eje_id,hasta_11,hasta_11_femenino,hasta_11_masculino,hasta_11_x,de_12_a_20,de_12_a_20_femenino,de_12_a_20_masculino,de_12_a_20_x,de_21_a_65,de_21_a_65_femenino,de_21_a_65_masculino,de_21_a_65_x,desde_65,desde_65_femenino,desde_65_masculino,desde_65_x,Totales,provincia,categoria,subcategoria,cantidad_actividad
"Berisso I","Capacitaciones PPD",34,0,"","","",0,"","","",0,"","","",0,"","","",0,"Buenos Aires","Contenidos","",1
"Berisso I","Alfabetización Digital",10,0,"","","",13,"","","",0,"","","",0,"","","",13,"Buenos Aires","Alfabetización Digital","Alfabetización Digital Inicial",1
"Berisso I","Salud",19,10,"","","",10,"","","",0,"","","",0,"","","",20,"Buenos Aires","Salud","Gestión y prevención COVID",1
"Berisso I","Trámites",22,0,"","","",4,"","","",2,"","","",0,"","","",6,"Buenos Aires","Trámites Nacionales","Validación de identidad",2
"Berisso I","Generos y Diversidades",28,0,"","","",110,"","","",0,"","","",0,"","","",110,"Buenos Aires","Educación Sexual Integral (ESI)","",2
"Cañuelas","Alfabetización Digital",10,0,"","","",10,"","","",91,"","","",0,"","","",101,"Buenos Aires","Alfabetización Digital","Alfabetización Digital Inicial",4
"Cañuelas","Formación Laboral",13,0,"","","",19,"","","",94,"","","",0,"","","",113,"Buenos Aires","Inserción al mundo laboral","Armado de CV",5
"Cañuelas","Educación",16,0,"","","",0,"","","",63,"","","",0,"","","",63,"Buenos Aires","Complementos de la educación formal","FINES",8
"Cañuelas","Trámites",22,0,"","","",107,"","","",172,"","","",137,"","","",416,"Buenos Aires","Trámites Municipales","MUNICIPIO",5
"Cañuelas","Ciudadanía y DD",25,0,"","","",0,"","","",45,"","","",0,"","","",45,"Buenos Aires","Comunidad","Capacitación a agentes municipales",1
"Cañuelas","Cultura y Entretenimiento",31,227,"","","",293,"","","",32,"","","",0,"","","",552,"Buenos Aires","Uso Libre","Navegación libre",4
"Carmen de Patagones","Capacitaciones PPD",34,0,"","","",0,"","","",0,"","","",0,"","","",0,"Buenos Aires","Contenidos","",1
"Carmen de Patagones","Educación",16,0,"","","",140,"","","",440,"","","",100,"","","",680,"Buenos Aires","Complementos de la educación formal","Otros",2
"Carmen de Patagones","Trámites",22,0,"","","",0,"","","",0,"","","",0,"","","",0,"Buenos Aires","Trámites Nacionales","Segmentación Energética",1
"Carmen de Patagones","Cultura y Entretenimiento",31,180,"","","",100,"","","",120,"","","",0,"","","",400,"Buenos Aires","Artes","Otros",2
"Chivilcoy","Formación Laboral",13,0,"","","",10,"","","",74,"","","",0,"","","",84,"Buenos Aires","Oficios digitales","Programación",2
"Chivilcoy","Educación",16,0,"","","",17,"","","",10,"","","",0,"","","",27,"Buenos Aires","Complementos de la educación formal","Apoyo escolar",3
"Chivilcoy","Salud",19,0,"","","",0,"","","",0,"","","",168,"","","",168,"Buenos Aires","Salud","Uso terapéutico del espacio de entretenimiento",5
"Coronel Suárez I (Colonia Santa María)","Alfabetización Digital",10,0,"","","",0,"","","",9,"","","",38,"","","",47,"Buenos Aires","Tecnologías de la vida cotidiana","Uso del celular",8
"Coronel Suárez I (Colonia Santa María)","Educación",16,37,"","","",0,"","","",10,"","","",0,"","","",47,"Buenos Aires","Complementos de la educación formal","Apoyo escolar",4
"Coronel Suárez I (Colonia Santa María)","Trámites",22,0,"","","",5,"","","",128,"","","",105,"","","",238,"Buenos Aires","Trámites Nacionales","ANSES",3
"Coronel Suárez I (Colonia Santa María)","Ciudadanía y DD",25,0,"","","",0,"","","",5,"","","",0,"","","",5,"Buenos Aires","Comunidad","Evento / Reunión",1
"Coronel Suárez I (Colonia Santa María)","Cultura y Entretenimiento",31,18,"","","",2,"","","",22,"","","",7,"","","",49,"Buenos Aires","Uso Libre","Navegación libre",2
"Coronel Suarez II (CTC)","Capacitaciones PPD",34,0,"","","",0,"","","",1,"","","",0,"","","",1,"Buenos Aires","Contenidos","",1
"Coronel Suarez II (CTC)","Alfabetización Digital",10,0,"","","",0,"","","",0,"","","",95,"","","",95,"Buenos Aires","Alfabetización Digital","Alfabetización Digital Inicial",2
"Coronel Suarez II (CTC)","Educación",16,0,"","","",18,"","","",22,"","","",0,"","","",40,"Buenos Aires","Complementos de la educación formal","Otros",1
"Coronel Suarez II (CTC)","Trámites",22,0,"","","",0,"","","",65,"","","",33,"","","",98,"Buenos Aires","Trámites Nacionales","Validación de identidad",3
"Coronel Suarez II (CTC)","Ciudadanía y DD",25,0,"","","",0,"","","",4,"","","",6,"","","",10,"Buenos Aires","Comunidad","Otros",1
