nombre_punto_digital,eje,eje_id,hasta_11,hasta_11_femenino,hasta_11_masculino,hasta_11_x,de_12_a_20,de_12_a_20_femenino,de_12_a_20_masculino,de_12_a_20_x,de_21_a_65,de_21_a_65_femenino,de_21_a_65_masculino,de_21_a_65_x,desde_65,desde_65_femenino,desde_65_masculino,desde_65_x,Totales,provincia,categoria,subcategoria,cantidad_actividad
"Berisso I","Educación",16,0,0,0,0,5,5,0,0,9,9,0,0,0,0,0,0,14,"Buenos Aires","Complementos de la educación formal","Otros",1
"Berisso I","Salud",19,0,0,0,0,38,21,17,0,25,13,12,0,0,0,0,0,63,"Buenos Aires","Salud","Uso terapéutico del espacio de entretenimiento",1
"Berisso I","Trámites",22,0,0,0,0,30,14,16,0,8,5,3,0,0,0,0,0,38,"Buenos Aires","Trámites Nacionales","Validación de identidad",1
"Berisso I","Ciudadanía y DD",25,2,0,2,0,52,30,22,0,36,21,15,0,0,0,0,0,90,"Buenos Aires","Comunidad","Otros",3
"Berisso I","Cultura y Entretenimiento",31,21,12,9,0,26,17,9,0,0,0,0,0,0,0,0,0,47,"Buenos Aires","Artes","Música",5
"Cañuelas","Capacitaciones PPD",34,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Buenos Aires","Vinculación","",1
"Cañuelas","Alfabetización Digital",10,3,2,1,0,23,11,12,0,157,121,36,0,17,15,2,0,200,"Buenos Aires","Alfabetización Digital","Alfabetización Digital Inicial",5
"Cañuelas","Formación Laboral",13,0,0,0,0,8,1,7,0,26,5,21,0,1,0,1,0,35,"Buenos Aires","Inserción al mundo laboral","Armado de CV",1
"Cañuelas","Trámites",22,0,0,0,0,5,1,4,0,202,108,94,0,116,62,54,0,323,"Buenos Aires","Trámites Municipales","MUNICIPIO",4
"Cañuelas","Cultura y Entretenimiento",31,51,7,44,0,280,60,220,0,107,38,69,0,0,0,0,0,438,"Buenos Aires","Uso Libre","Uso libre de la consola de videojuegos",3
"Carmen de Patagones","Educación",16,0,0,0,0,120,80,40,0,291,207,84,0,76,40,36,0,487,"Buenos Aires","Complementos de la educación formal","FINES",2
"Carmen de Patagones","Trámites",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Buenos Aires","Trámites Nacionales","Validación de identidad",1
"Carmen de Patagones","Ciudadanía y DD",25,0,0,0,0,0,0,0,0,220,120,100,0,200,160,40,0,420,"Buenos Aires","Comunidad","Evento / Reunión",1
