"NRO_HOGAR";"RESPONDENTE";"IP_III_04";"IP_III_05";"IP_III_06";"CODUSU";"AGLOMERADO";"POND_TIC";"TRIMESTRE";"ANO4";"COMPONENTE"
1;1;2;2;2;"TQRMNOPSWHKOKMCDEFKID00667240";4;270;4;2020;1
1;1;1;2;1;"TQRMNORPSHKOKMCDEFKID00659703";4;248;4;2020;1
1;2;1;1;1;"TQRMNORPTHKOKMCDEFKID00659665";4;261;4;2020;2
1;2;1;1;1;"TQRMNORPTHKOKMCDEFKID00659665";4;261;4;2020;1
1;2;2;2;1;"TQRMNORPUHKOKMCDEFKID00659704";4;234;4;2020;2
1;2;2;2;1;"TQRMNORPUHKOKMCDEFKID00659704";4;234;4;2020;1
1;1;2;2;1;"TQRMNORPVHKOKMCDEFKID00667244";4;270;4;2020;2
1;1;1;2;1;"TQRMNORPVHKOKMCDEFKID00667244";4;270;4;2020;3
1;1;1;2;1;"TQRMNORPVHKOKMCDEFKID00667244";4;270;4;2020;1
1;1;2;2;1;"TQRMNOQUWHKOKOCDEFKID00659683";4;873;4;2020;1
1;3;2;2;1;"TQRMNOQUXHKOKOCDEFKID00659684";4;1070;4;2020;1
1;3;1;1;1;"TQRMNOQUXHKOKOCDEFKID00659684";4;1070;4;2020;4
1;3;1;1;1;"TQRMNOQUXHKOKOCDEFKID00659684";4;1070;4;2020;3
1;3;2;2;1;"TQRMNOQUXHKOKOCDEFKID00659684";4;1070;4;2020;2
1;2;2;2;1;"TQRMNOQUYHKOKOCDEFKID00659669";4;1070;4;2020;2
1;2;1;1;1;"TQRMNOQUYHKOKOCDEFKID00659669";4;1070;4;2020;3
1;2;2;2;2;"TQRMNOQUYHKOKOCDEFKID00659669";4;1070;4;2020;4
1;2;2;2;1;"TQRMNOQUYHKOKOCDEFKID00659669";4;1070;4;2020;1
1;1;2;2;2;"TQRMNOSPQHKOKOCDEFKID00659685";4;1070;4;2020;1
1;1;1;2;1;"TQRMNOSPSHKOKOCDEFKID00659686";4;732;4;2020;3
1;1;2;2;1;"TQRMNOSPSHKOKOCDEFKID00659686";4;732;4;2020;1
1;1;1;1;1;"TQRMNOSPUHKOKOCDEFKID00659648";4;1070;4;2020;1
1;5;1;2;1;"TQRMNOQSYHKOKPCDEFKID00659714";4;393;4;2020;4
1;5;1;2;1;"TQRMNOQSYHKOKPCDEFKID00659714";4;393;4;2020;7
1;5;1;2;1;"TQRMNOQSYHKOKPCDEFKID00659714";4;393;4;2020;3
1;5;1;2;1;"TQRMNOQSYHKOKPCDEFKID00659714";4;393;4;2020;1
1;5;1;2;1;"TQRMNOQSYHKOKPCDEFKID00659714";4;393;4;2020;6
1;5;1;2;1;"TQRMNOQSYHKOKPCDEFKID00659714";4;393;4;2020;5
1;2;1;1;1;"TQRMNORQYHLMLPCDEFKID00647068";4;520;4;2020;4
1;2;2;1;1;"TQRMNORQYHLMLPCDEFKID00647068";4;520;4;2020;2
1;2;1;1;1;"TQRMNORQYHLMLPCDEFKID00647068";4;520;4;2020;3
1;2;2;2;1;"TQRMNORRPHLMLPCDEFKID00647001";4;550;4;2020;1
1;2;2;1;1;"TQRMNORRPHLMLPCDEFKID00647001";4;550;4;2020;4
1;2;2;2;1;"TQRMNORRPHLMLPCDEFKID00647001";4;550;4;2020;3
1;2;2;2;1;"TQRMNORRPHLMLPCDEFKID00647001";4;550;4;2020;2
1;2;1;1;1;"TQRMNOPPQHLMLQCDEFKID00647030";4;755;4;2020;2
1;2;1;2;1;"TQRMNOPPRHLMLQCDEFKID00646925";4;634;4;2020;2
1;2;1;2;1;"TQRMNOPPRHLMLQCDEFKID00646925";4;634;4;2020;1
1;2;1;2;1;"TQRMNOPPRHLMLQCDEFKID00646925";4;634;4;2020;3
1;1;1;1;1;"TQRMNOPPUHLMLQCDEFKID00647031";4;670;4;2020;4
1;1;1;2;1;"TQRMNOPPUHLMLQCDEFKID00647031";4;670;4;2020;1
1;1;1;2;1;"TQRMNOPPUHLMLQCDEFKID00647031";4;670;4;2020;3
1;1;1;2;1;"TQRMNOPPUHLMLQCDEFKID00647031";4;670;4;2020;2
1;2;1;2;1;"TQRMNOPQVHLMLQCDEFKID00647107";4;925;4;2020;1
1;2;1;2;1;"TQRMNOPQVHLMLQCDEFKID00647107";4;925;4;2020;2
1;2;1;2;1;"TQRMNOQYSHLMLQCDEFKID00647036";4;634;4;2020;1
1;2;1;1;1;"TQRMNOQYSHLMLQCDEFKID00647036";4;634;4;2020;4
1;2;1;1;1;"TQRMNOQYSHLMLQCDEFKID00647036";4;634;4;2020;5
1;2;1;2;1;"TQRMNOQYSHLMLQCDEFKID00647036";4;634;4;2020;2
1;2;1;1;1;"TQRMNOQYSHLMLQCDEFKID00647036";4;634;4;2020;3
1;1;1;2;1;"TQRMNORPVHLMLQCDEFKID00647108";4;704;4;2020;1
1;1;1;2;1;"TQRMNORPVHLMLQCDEFKID00647108";4;704;4;2020;2
1;1;1;2;1;"TQRMNORPWHLMLQCDEFKID00646954";4;634;4;2020;1
1;1;1;2;1;"TQRMNORPWHLMLQCDEFKID00646954";4;634;4;2020;3
1;1;1;2;1;"TQRMNORPWHLMLQCDEFKID00646954";4;634;4;2020;4
1;1;2;2;2;"TQRMNORPWHLMLQCDEFKID00646954";4;634;4;2020;6
1;1;1;2;1;"TQRMNORPWHLMLQCDEFKID00646954";4;634;4;2020;5
1;1;1;2;1;"TQRMNORPWHLMLQCDEFKID00646954";4;634;4;2020;2
1;1;1;2;1;"TQRMNOQRWHLMMLCDEFKID00647060";4;695;4;2020;1
1;1;1;2;1;"TQRMNOQRWHLMMLCDEFKID00647060";4;695;4;2020;2
1;1;1;2;1;"TQRMNOQRWHLMMLCDEFKID00647060";4;695;4;2020;3
1;1;1;2;1;"TQRMNOQRWHLMMLCDEFKID00647060";4;695;4;2020;4
1;1;2;2;2;"TQRMNOQRXHLMMLCDEFKID00647093";4;729;4;2020;1
1;1;1;1;1;"TQRMNOQSPHLMMLCDEFKID00667305";4;742;4;2020;1
1;1;1;1;1;"TQRMNOQSPHLMMLCDEFKID00667305";4;742;4;2020;2
1;1;1;1;1;"TQRMNOQSQHLMMLCDEFKID00647039";4;695;4;2020;2
1;1;2;1;1;"TQRMNOQSQHLMMLCDEFKID00647039";4;695;4;2020;1
1;1;1;1;1;"TQRMNOQSQHLMMLCDEFKID00647039";4;695;4;2020;3
1;1;1;1;1;"TQRMNOQSQHLMMLCDEFKID00647039";4;695;4;2020;4
1;1;1;1;1;"TQRMNORUUHLMMLCDEFKID00646979";4;729;4;2020;3
1;1;2;2;1;"TQRMNORUUHLMMLCDEFKID00646979";4;729;4;2020;2
1;1;2;2;1;"TQRMNORUUHLMMLCDEFKID00646979";4;729;4;2020;1
1;1;2;2;1;"TQRMNORUWHLMMLCDEFKID00647071";4;783;4;2020;1
1;1;2;1;1;"TQRMNORUWHLMMLCDEFKID00647071";4;783;4;2020;2
1;1;1;1;1;"TQRMNORUWHLMMLCDEFKID00647071";4;783;4;2020;3
1;2;1;1;1;"TQRMNOQXVHLMMMCDEFKID00647004";4;716;4;2020;2
1;2;1;1;1;"TQRMNOQXVHLMMMCDEFKID00647004";4;716;4;2020;3
1;2;1;1;1;"TQRMNOQXVHLMMMCDEFKID00647004";4;716;4;2020;4
1;2;2;2;1;"TQRMNOQXVHLMMMCDEFKID00647004";4;716;4;2020;1
1;1;1;1;1;"TQRMNOQXWHLMMMCDEFKID00647078";4;716;4;2020;1
1;1;1;1;1;"TQRMNOQXWHLMMMCDEFKID00647078";4;716;4;2020;4
1;1;1;1;1;"TQRMNOQXWHLMMMCDEFKID00647078";4;716;4;2020;2
1;1;1;1;1;"TQRMNOQXWHLMMMCDEFKID00647078";4;716;4;2020;3
1;2;1;1;1;"TQRMNOQXYHLMMMCDEFKID00646980";4;752;4;2020;2
1;2;1;1;1;"TQRMNOQXYHLMMMCDEFKID00646980";4;752;4;2020;1
1;1;2;2;2;"TQRMNOQYPHLMMMCDEFKID00652433";4;677;4;2020;3
1;1;2;2;2;"TQRMNOQYPHLMMMCDEFKID00652433";4;677;4;2020;2
1;1;1;2;1;"TQRMNOQYPHLMMMCDEFKID00652433";4;677;4;2020;1
1;4;1;2;1;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;2
1;4;1;2;1;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;1
1;4;2;2;2;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;8
1;4;1;2;1;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;5
1;4;1;2;1;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;3
1;4;1;2;1;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;10
1;4;1;2;1;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;9
1;4;1;2;2;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;6
1;4;1;2;1;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;4
1;4;1;2;1;"TQRMNOTVSHLMMMCDEFKID00646987";4;677;4;2020;7
1;1;1;1;1;"TQRMNOTVTHLMMMCDEFKID00647118";4;677;4;2020;3
1;1;1;1;1;"TQRMNOTVTHLMMMCDEFKID00647118";4;677;4;2020;2
1;1;1;1;1;"TQRMNOTVTHLMMMCDEFKID00647118";4;677;4;2020;1
1;1;1;1;1;"TQRMNOTVUHLMMMCDEFKID00647079";4;677;4;2020;1
1;1;1;1;1;"TQRMNOTVUHLMMMCDEFKID00647079";4;677;4;2020;2
1;3;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;677;4;2020;1
1;3;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;677;4;2020;2
1;3;1;2;2;"TQRMNOTVVHLMMMCDEFKID00647055";4;677;4;2020;4
1;3;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;677;4;2020;3
1;3;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;677;4;2020;5
2;2;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;752;4;2020;4
2;2;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;752;4;2020;2
2;2;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;752;4;2020;1
2;2;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;752;4;2020;5
2;2;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;752;4;2020;3
3;1;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;807;4;2020;3
3;1;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;807;4;2020;4
3;1;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;807;4;2020;1
3;1;1;2;1;"TQRMNOTVVHLMMMCDEFKID00647055";4;807;4;2020;2
1;1;1;1;1;"TQRMNOSVWHLMMOCDEFKID00646976";4;432;4;2020;1
1;1;2;2;2;"TQRMNOSVXHLMMOCDEFKID00647049";4;432;4;2020;2
1;1;2;2;2;"TQRMNOSVXHLMMOCDEFKID00647049";4;432;4;2020;1
1;1;1;1;1;"TQRMNOQQQHLMMPCDEFKID00647062";4;527;4;2020;1
1;1;1;1;1;"TQRMNOQQQHLMMPCDEFKID00647062";4;527;4;2020;2
1;2;2;2;1;"TQRMNOQQRHLMMPCDEFKID00646995";4;553;4;2020;2
1;2;2;2;1;"TQRMNOQQRHLMMPCDEFKID00646995";4;553;4;2020;1
1;1;2;1;1;"TQRMNOQQSHLMMPCDEFKID00652455";4;593;4;2020;1
1;2;1;1;1;"TQRMNOQQTHLMMPCDEFKID00646996";4;727;4;2020;4
1;2;1;1;1;"TQRMNOQQTHLMMPCDEFKID00646996";4;727;4;2020;2
1;2;1;1;1;"TQRMNOQQTHLMMPCDEFKID00646996";4;727;4;2020;1
1;2;1;1;1;"TQRMNOQQTHLMMPCDEFKID00646996";4;727;4;2020;3
1;2;1;1;1;"TQRMNORQWHLMMPCDEFKID00647046";4;727;4;2020;1
1;2;1;1;1;"TQRMNORQWHLMMPCDEFKID00647046";4;727;4;2020;2
1;1;2;2;2;"TQRMNORQXHLMMPCDEFKID00647091";4;527;4;2020;1
1;1;1;1;1;"TQRMNORRWHLMMPCDEFKID00652566";4;553;4;2020;3
1;1;1;1;1;"TQRMNORRWHLMMPCDEFKID00652566";4;553;4;2020;4
1;1;1;1;1;"TQRMNORRWHLMMPCDEFKID00652566";4;553;4;2020;5
1;1;2;2;1;"TQRMNORRWHLMMPCDEFKID00652566";4;553;4;2020;1
1;1;2;2;1;"TQRMNORRWHLMMPCDEFKID00652566";4;553;4;2020;2
1;2;1;2;1;"TQRMNOQSUHLNKTCDEFKID00646984";4;1004;4;2020;3
1;2;1;2;1;"TQRMNOQSUHLNKTCDEFKID00646984";4;1004;4;2020;4
1;2;1;2;1;"TQRMNOQSUHLNKTCDEFKID00646984";4;1004;4;2020;1
1;2;1;2;1;"TQRMNOQSUHLNKTCDEFKID00646984";4;1004;4;2020;2
1;2;1;2;1;"TQTMNOQUQHLNKTCDEFKID00652494";4;1230;4;2020;2
1;2;1;2;1;"TQTMNOQUQHLNKTCDEFKID00652494";4;1230;4;2020;1
1;2;1;2;1;"TQTMNOQUQHLNKTCDEFKID00652494";4;1230;4;2020;3
1;1;1;2;1;"TQUMNOQUQHLNKTCDEFKID00652559";4;1230;4;2020;1
1;1;1;2;1;"TQUMNOQUQHLNKTCDEFKID00652559";4;1230;4;2020;2
1;3;2;2;2;"TQRMNOQURHLNKTCDEFKID00646950";4;841;4;2020;2
1;3;1;2;1;"TQRMNOQURHLNKTCDEFKID00646950";4;841;4;2020;3
1;1;1;2;1;"TQSMNOQURHLNKTCDEFKID00647016";4;1230;4;2020;3
1;1;1;2;1;"TQSMNOQURHLNKTCDEFKID00647016";4;1230;4;2020;4
1;1;1;2;1;"TQSMNOQURHLNKTCDEFKID00647016";4;1230;4;2020;1
1;1;1;2;1;"TQSMNOQURHLNKTCDEFKID00647016";4;1230;4;2020;2
1;1;1;2;1;"TQRMNOQUSHLNKTCDEFKID00647048";4;841;4;2020;5
1;1;1;2;1;"TQRMNOQUSHLNKTCDEFKID00647048";4;841;4;2020;3
1;1;1;2;1;"TQRMNOQUSHLNKTCDEFKID00647048";4;841;4;2020;1
1;1;1;2;1;"TQRMNOQUSHLNKTCDEFKID00647048";4;841;4;2020;4
1;1;1;2;1;"TQRMNOQUSHLNKTCDEFKID00647048";4;841;4;2020;6
1;1;1;2;1;"TQRMNOQUSHLNKTCDEFKID00647048";4;841;4;2020;2
1;2;2;2;2;"TQSMNOQUSHLNKTCDEFKID00646941";4;1230;4;2020;1
1;2;2;2;2;"TQSMNOQUSHLNKTCDEFKID00646941";4;1230;4;2020;2
1;2;1;2;1;"TQRMNOQUTHLNKTCDEFKID00647104";4;890;4;2020;3
1;2;1;2;1;"TQRMNOQUTHLNKTCDEFKID00647104";4;890;4;2020;2
1;2;1;2;1;"TQRMNOQUTHLNKTCDEFKID00647104";4;890;4;2020;4
1;2;1;2;1;"TQRMNOQUTHLNKTCDEFKID00647104";4;890;4;2020;1
1;4;1;2;1;"TQRMNOSTYHLNKTCDEFKID00646933";4;841;4;2020;4
1;4;1;2;1;"TQRMNOSTYHLNKTCDEFKID00646933";4;841;4;2020;1
1;2;2;2;1;"TQTMNOSUPHLNKTCDEFKID00667309";4;970;4;2020;1
1;2;2;2;1;"TQTMNOSUPHLNKTCDEFKID00667309";4;970;4;2020;2
1;4;1;2;1;"TQRMNOSUVHLNKTCDEFKID00646935";4;934;4;2020;3
1;4;1;2;1;"TQRMNOSUVHLNKTCDEFKID00646935";4;934;4;2020;4
1;4;1;2;1;"TQRMNOSUVHLNKTCDEFKID00646935";4;934;4;2020;2
1;4;1;2;1;"TQRMNOSUVHLNKTCDEFKID00646935";4;934;4;2020;1
1;4;1;2;1;"TQRMNOSUVHLNKTCDEFKID00646935";4;934;4;2020;5
1;1;2;2;1;"TQRMNOPPRHLOKMCDEFKID00647041";4;507;4;2020;1
1;1;2;2;1;"TQRMNOPPSHLOKMCDEFKID00647090";4;507;4;2020;1
1;1;2;2;2;"TQRMNOPPTHLOKMCDEFKID00647080";4;544;4;2020;1
1;1;1;2;1;"TQRMNOQQRHLOKMCDEFKID00652580";4;507;4;2020;1
1;1;2;2;1;"TQRMNORVUHLOKMCDEFKID00646967";4;507;4;2020;1
1;1;1;2;1;"TQRMNOQVYHLOKUCDEFKID00667311";4;698;4;2020;1
1;1;1;2;1;"TQRMNOQWPHLOKUCDEFKID00667312";4;698;4;2020;1
1;3;1;1;1;"TQRMNOSUWHLOKUCDEFKID00647084";4;886;4;2020;2
1;3;2;2;1;"TQRMNOSUWHLOKUCDEFKID00647084";4;886;4;2020;1
1;3;1;1;1;"TQRMNOSUWHLOKUCDEFKID00647084";4;886;4;2020;3
1;1;1;1;1;"TQRMNOSUXHLOKUCDEFKID00647017";4;886;4;2020;2
1;1;1;1;1;"TQRMNOSUXHLOKUCDEFKID00647017";4;886;4;2020;1
1;3;2;2;2;"TQRMNOSUYHLOKUCDEFKID00647114";4;723;4;2020;1
1;3;2;2;2;"TQRMNOSUYHLOKUCDEFKID00647114";4;723;4;2020;2
1;3;1;1;1;"TQRMNOSUYHLOKUCDEFKID00647114";4;723;4;2020;3
1;1;1;1;1;"TQRMNOSVPHLOKUCDEFKID00647105";4;723;4;2020;2
1;1;1;1;1;"TQRMNOSVPHLOKUCDEFKID00647105";4;723;4;2020;4
1;1;1;1;1;"TQRMNOSVPHLOKUCDEFKID00647105";4;723;4;2020;5
1;1;1;1;1;"TQRMNOSVPHLOKUCDEFKID00647105";4;723;4;2020;1
1;1;1;1;1;"TQRMNOSVPHLOKUCDEFKID00647105";4;723;4;2020;3
1;1;2;2;1;"TQRMNOSVQHLOKUCDEFKID00647019";4;886;4;2020;1
1;2;1;1;1;"TQRMNOPQVHLOLLCDEFKID00647112";4;1465;4;2020;2
1;2;1;1;1;"TQRMNOPQVHLOLLCDEFKID00647112";4;1465;4;2020;1
1;2;1;2;1;"TQRMNOPSQHLOLLCDEFKID00647035";4;1115;4;2020;2
1;2;1;2;1;"TQRMNOPSQHLOLLCDEFKID00647035";4;1115;4;2020;1
1;2;2;2;2;"TQRMNOPSRHLOLLCDEFKID00647085";4;1196;4;2020;1
1;2;2;2;2;"TQRMNOPSRHLOLLCDEFKID00647085";4;1196;4;2020;2
1;1;1;1;1;"TQRMNOQUTHLOLLCDEFKID00646974";4;1465;4;2020;2
1;1;1;1;1;"TQRMNOQUTHLOLLCDEFKID00646974";4;1465;4;2020;1
1;1;1;1;1;"TQRMNOQUVHLOLLCDEFKID00646944";4;1003;4;2020;1
1;1;1;1;1;"TQRMNOQUVHLOLLCDEFKID00646944";4;1003;4;2020;2
1;1;2;2;2;"TQRMNOQUXHLOLLCDEFKID00646919";4;1062;4;2020;4
1;1;2;2;2;"TQRMNOQUXHLOLLCDEFKID00646919";4;1062;4;2020;2
1;1;2;2;2;"TQRMNOQUXHLOLLCDEFKID00646919";4;1062;4;2020;1
1;1;2;2;2;"TQRMNOQUXHLOLLCDEFKID00646919";4;1062;4;2020;5
1;1;2;2;2;"TQRMNOQUXHLOLLCDEFKID00646919";4;1062;4;2020;3
1;3;2;2;1;"TQRMNOQRRHLOLNCDEFKID00647058";4;769;4;2020;3
1;1;2;2;1;"TQRMNOQRRHLOLNCDEFKID00647058";4;769;4;2020;1
1;1;1;1;1;"TQRMNOQRTHLOLNCDEFKID00647006";4;1124;4;2020;3
1;1;1;1;1;"TQRMNOQRTHLOLNCDEFKID00647006";4;1124;4;2020;1
1;1;1;1;1;"TQRMNOQRTHLOLNCDEFKID00647006";4;1124;4;2020;4
1;1;1;1;1;"TQRMNOQRTHLOLNCDEFKID00647006";4;1124;4;2020;5
1;1;1;1;1;"TQRMNOQRTHLOLNCDEFKID00647006";4;1124;4;2020;2
1;2;1;2;1;"TQRMNORYUHLOLNCDEFKID00647007";4;1124;4;2020;3
1;2;2;2;1;"TQRMNORYUHLOLNCDEFKID00647007";4;1124;4;2020;4
1;2;2;2;1;"TQRMNORYUHLOLNCDEFKID00647007";4;1124;4;2020;1
1;2;2;2;1;"TQRMNORYUHLOLNCDEFKID00647007";4;1124;4;2020;2
1;2;1;1;1;"TQRMNORYVHLOLNCDEFKID00646998";4;916;4;2020;2
1;2;1;1;1;"TQRMNORYVHLOLNCDEFKID00646998";4;916;4;2020;1
1;2;2;2;1;"TQRMNORYWHLOLNCDEFKID00646946";4;1124;4;2020;1
1;2;1;1;1;"TQRMNORYWHLOLNCDEFKID00646946";4;1124;4;2020;5
1;2;1;1;1;"TQRMNORYWHLOLNCDEFKID00646946";4;1124;4;2020;3
1;2;1;1;1;"TQRMNORYWHLOLNCDEFKID00646946";4;1124;4;2020;4
1;2;1;1;1;"TQRMNORYWHLOLNCDEFKID00646946";4;1124;4;2020;6
1;2;2;1;1;"TQRMNORYWHLOLNCDEFKID00646946";4;1124;4;2020;2
1;1;1;1;1;"TQRMNOSPWHLOLNCDEFKID00646999";4;854;4;2020;2
1;1;2;2;1;"TQRMNOSPWHLOLNCDEFKID00646999";4;854;4;2020;1
1;1;2;2;2;"TQRMNOSPXHLOLNCDEFKID00647000";4;854;4;2020;1
1;1;2;2;2;"TQRMNOSPXHLOLNCDEFKID00647000";4;854;4;2020;2
1;2;1;1;1;"TQRMNOSXYHLOLNCDEFKID00652547";4;854;4;2020;1
1;2;1;1;1;"TQRMNOSXYHLOLNCDEFKID00652547";4;854;4;2020;3
1;2;2;2;1;"TQRMNOSXYHLOLNCDEFKID00652547";4;854;4;2020;2
1;1;1;2;1;"TQRMNOQSPHLOLOCDEFKID00646939";4;507;4;2020;1
1;1;1;2;1;"TQRMNOQSPHLOLOCDEFKID00646939";4;507;4;2020;4
1;1;1;2;1;"TQRMNOQSPHLOLOCDEFKID00646939";4;507;4;2020;3
1;1;1;2;1;"TQRMNOQSPHLOLOCDEFKID00646939";4;507;4;2020;2
1;1;2;2;1;"TQRMNOQSQHLOLOCDEFKID00647064";4;347;4;2020;1
1;1;1;2;1;"TQRMNOQSQHLOLOCDEFKID00647064";4;347;4;2020;2
1;1;1;2;1;"TQRMNORWSHLOLOCDEFKID00647099";4;507;4;2020;1
1;2;2;2;2;"TQRMNORWTHLOLOCDEFKID00647065";4;367;4;2020;1
1;2;1;2;1;"TQRMNORWTHLOLOCDEFKID00647065";4;367;4;2020;2
1;1;1;2;1;"TQRMNORWUHLOLOCDEFKID00646966";4;367;4;2020;1
1;2;1;1;1;"TQRMNOPQYHLOLRCDEFKID00646957";4;234;4;2020;1
1;2;1;1;1;"TQRMNOPQYHLOLRCDEFKID00646957";4;234;4;2020;2
1;1;1;2;1;"TQRMNOQVRHLOLRCDEFKID00646991";4;260;4;2020;1
1;1;1;2;1;"TQRMNOQVRHLOLRCDEFKID00646991";4;260;4;2020;2
1;1;1;2;1;"TQRMNOQVTHLOLRCDEFKID00646958";4;234;4;2020;1
1;1;1;2;1;"TQRMNOQVTHLOLRCDEFKID00646958";4;234;4;2020;2
1;1;1;2;1;"TQRMNOPVWHLOLSCDEFKID00646959";4;1050;4;2020;2
1;1;1;2;1;"TQRMNOPVWHLOLSCDEFKID00646959";4;1050;4;2020;1
1;2;1;2;1;"TQRMNOPVYHLOLSCDEFKID00647116";4;880;4;2020;2
1;2;1;2;1;"TQRMNOPVYHLOLSCDEFKID00647116";4;880;4;2020;1
1;2;1;2;1;"TQRMNOPVYHLOLSCDEFKID00647116";4;880;4;2020;4
1;1;1;2;1;"TQRMNOPVYHLOLSCDEFKID00647116";4;880;4;2020;3
1;1;1;2;2;"TQRMNOPVYHLOLSCDEFKID00647116";4;880;4;2020;5
1;2;1;1;1;"TQRMNOPWPHLOLSCDEFKID00646937";4;1287;4;2020;3
1;2;1;1;2;"TQRMNOPWPHLOLSCDEFKID00646937";4;1287;4;2020;4
1;2;1;2;1;"TQRMNOPWPHLOLSCDEFKID00646937";4;1287;4;2020;1
1;2;1;2;1;"TQRMNOPWPHLOLSCDEFKID00646937";4;1287;4;2020;2
1;2;1;2;1;"TQRMNOSQXHLOLSCDEFKID00646960";4;1050;4;2020;1
1;2;1;2;1;"TQRMNOSQXHLOLSCDEFKID00646960";4;1050;4;2020;2
1;2;1;1;1;"TQRMNOSQXHLOLSCDEFKID00646960";4;1050;4;2020;5
1;2;1;1;1;"TQRMNOSQXHLOLSCDEFKID00646960";4;1050;4;2020;3
1;2;1;1;1;"TQRMNOSQXHLOLSCDEFKID00646960";4;1050;4;2020;4
1;1;2;2;1;"TQRMNOSQYHLOLSCDEFKID00652571";4;1287;4;2020;1
2;1;1;1;1;"TQRMNOSQYHLOLSCDEFKID00666513";4;1014;4;2020;1
2;1;1;1;1;"TQRMNOSQYHLOLSCDEFKID00666513";4;1014;4;2020;2
1;2;1;2;1;"TQSMNOSQYHLOLSCDEFKID00646961";4;1287;4;2020;2
1;2;1;2;1;"TQSMNOSQYHLOLSCDEFKID00646961";4;1287;4;2020;1
1;1;1;2;1;"TQRMNOSRRHLOLSCDEFKID00667317";4;1014;4;2020;2
1;1;1;1;1;"TQRMNOSRRHLOLSCDEFKID00667317";4;1014;4;2020;1
1;1;1;1;1;"TQSMNOSRRHLOLSCDEFKID00652489";4;931;4;2020;2
1;1;1;2;1;"TQSMNOSRRHLOLSCDEFKID00652489";4;931;4;2020;1
1;1;1;1;2;"TQSMNOSRRHLOLSCDEFKID00652489";4;931;4;2020;3
1;1;1;2;1;"TQRMNOPQQHLOLTCDEFKID00646997";4;823;4;2020;1
1;1;1;2;1;"TQRMNOPQQHLOLTCDEFKID00646997";4;823;4;2020;3
1;1;1;2;1;"TQRMNOPQQHLOLTCDEFKID00646997";4;823;4;2020;4
1;1;1;2;1;"TQRMNOPQQHLOLTCDEFKID00646997";4;823;4;2020;2
1;1;1;2;1;"TQRMNOPQRHLOLTCDEFKID00652513";4;731;4;2020;2
1;1;1;2;1;"TQRMNOPQRHLOLTCDEFKID00652513";4;731;4;2020;3
1;1;1;1;1;"TQRMNOPQRHLOLTCDEFKID00652513";4;731;4;2020;1
1;1;1;2;1;"TQRMNOPQSHLOLTCDEFKID00647070";4;767;4;2020;2
1;1;1;2;1;"TQRMNOPQSHLOLTCDEFKID00647070";4;767;4;2020;4
1;1;1;2;1;"TQRMNOPQSHLOLTCDEFKID00647070";4;767;4;2020;5
1;1;1;2;1;"TQRMNOPQSHLOLTCDEFKID00647070";4;767;4;2020;3
1;1;1;2;1;"TQRMNOPQSHLOLTCDEFKID00647070";4;767;4;2020;1
1;1;1;2;1;"TQRMNOPQSHLOLTCDEFKID00647070";4;767;4;2020;6
1;2;1;2;1;"TQRMNOPQTHLOLTCDEFKID00646968";4;691;4;2020;1
1;2;1;2;1;"TQRMNOPQTHLOLTCDEFKID00646968";4;691;4;2020;4
1;2;1;2;1;"TQRMNOPQTHLOLTCDEFKID00646968";4;691;4;2020;2
1;2;1;2;1;"TQRMNOPQTHLOLTCDEFKID00646968";4;691;4;2020;3
1;2;1;2;1;"TQRMNOPQTHLOLTCDEFKID00646968";4;691;4;2020;5
1;2;2;2;2;"TQRMNOPQUHLOLTCDEFKID00647059";4;731;4;2020;2
1;2;2;2;2;"TQRMNOPQUHLOLTCDEFKID00647059";4;731;4;2020;1
1;1;2;2;2;"TQRMNOQWVHLOLTCDEFKID00647110";4;731;4;2020;1
1;1;1;2;1;"TQRMNOQWYHLOLTCDEFKID00646994";4;767;4;2020;1
2;1;1;2;1;"TQSMNOQXPHLOLTCDEFKID00666527";4;795;4;2020;1
1;2;1;2;1;"TQRMNOPYXHLOMNCDEFKID00652421";4;564;4;2020;1
